bin    Ex    Popul.    J= 0.0    J= 1.0    J= 2.0    J= 3.0    J= 4.0    J= 5.0    J= 6.0    J= 7.0    J= 8.0    J= 9.0

  0   0.000 2.704E-02 2.704E-02 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0 0 0 0 0 0 0 0 0 0 0 0 0
   1   0.043 5.085E-02 0.000E+00 0.000E+00 5.085E-02 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0 0 0 0 0 0 0 0 0 0 0 0 0
   2   0.142 1.089E-02 0.000E+00 0.000E+00 0.000E+00 0.000E+00 1.089E-02 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0 0 0 0 0 0 0 0 0 0 0 0 0
   3   0.294 9.090E-04 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 9.090E-04 0.000E+00 0.000E+00 0.000E+00 0 0 0 0 0 0 0 0 0 0 0 0 0
   4   0.497 5.723E-04 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 5.723E-04 0.000E+00 0 0 0 0 0 0 0 0 0 0 0 0 0
   5   0.597 2.539E-02 0.000E+00 2.539E-02 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0 0 0 0 0 0 0 0 0 0 0 0 0
   6   0.649 1.287E-02 0.000E+00 0.000E+00 0.000E+00 1.287E-02 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0 0 0 0 0 0 0 0 0 0 0 0 0
   7   0.742 9.130E-04 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 9.130E-04 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0 0 0 0 0 0 0 0 0 0 0 0 0
   8   0.747 1.783E-04 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0 0 0 0 0 0 0 0 0 0 0 0 0
   9   0.861 1.170E-02 1.170E-02 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0 0 0 0 0 0 0 0 0 0 0 0 0
  10   0.878 6.415E-05 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 6.415E-05 0.000E+00 0.000E+00 0 0 0 0 0 0 0 0 0 0 0 0 0
  11   0.900 2.183E-02 0.000E+00 0.000E+00 2.183E-02 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0 0 0 0 0 0 0 0 0 0 0 0 0
  12   0.938 1.846E-02 0.000E+00 1.846E-02 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0 0 0 0 0 0 0 0 0 0 0 0 0
  13   0.959 1.744E-02 0.000E+00 0.000E+00 1.744E-02 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0 0 0 0 0 0 0 0 0 0 0 0 0
  14   0.992 4.523E-03 0.000E+00 0.000E+00 0.000E+00 0.000E+00 4.523E-03 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0 0 0 0 0 0 0 0 0 0 0 0 0
  15   1.002 9.188E-03 0.000E+00 0.000E+00 0.000E+00 9.188E-03 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0 0 0 0 0 0 0 0 0 0 0 0 0
  16   1.031 1.112E-02 0.000E+00 0.000E+00 0.000E+00 1.112E-02 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0 0 0 0 0 0 0 0 0 0 0 0 0
  17   1.038 3.593E-03 0.000E+00 0.000E+00 0.000E+00 0.000E+00 3.593E-03 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0 0 0 0 0 0 0 0 0 0 0 0 0
  18   1.041 3.486E-06 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0 0 0 0 0 0 0 0 0 0 0 0 0
  19   1.061 9.737E-03 2.112E-04 1.304E-03 1.817E-03 1.290E-03 5.369E-04 2.140E-04 6.372E-06 1.507E-06 5.383E-09 1.271E-10 0 0 0 0 0 0 0 0 0 0 0 0 0
  20 1.11111111111 0.25 0.00467914744033 0.0135185235778 0.0208958753326 0.0261283772771 0.0288949548368 0.0292535506396 0.0275788988124 0.0244463358828 0.0204975361592 0.0163221679851 0.012378166425 0.00895816211011 0.00619621425543 0.00410097193024 0.00259955447739 0.00157936238285 0.000920225968227 0.000514458463054 0.000276074948958 0.00014225717054 7.0407508636e-05 3.34788410166e-05 1.52975749711e-05
